#Thorlabs FTS
[SpectrumHeader]
#Date;20200309
#Time;10394732
#GMTTime;10394732
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;30.000000
#TriggerMode;0
#InterferometerSerial;M00439698
#Source;
#AirMeasureOpt;0
#WnrMin;13407.898438
#WnrMax;31103.068359
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.215116882e+002;-1.924675234e-005
3.216192017e+002;1.135558356e-003
3.217267151e+002;-1.069069607e-003
3.218342590e+002;2.957000979e-004
3.219418030e+002;2.747036342e-004
3.220493164e+002;-7.121298113e-004
3.221568909e+002;2.206377685e-003
3.222644348e+002;1.487248956e-004
3.223720093e+002;-1.447005779e-003
3.224795837e+002;1.487248956e-004
3.225871582e+002;9.045973420e-004
3.226947327e+002;1.114561921e-003
3.228023376e+002;-6.071475218e-004
3.229099426e+002;-8.171121008e-004
3.230175476e+002;-5.861510872e-004
3.231251526e+002;-5.441581598e-004
3.232327881e+002;2.327107359e-004
3.233404236e+002;5.686540389e-004
3.234480591e+002;6.473907706e-005
3.235556946e+002;-8.801014628e-004
3.236633606e+002;1.387515804e-003
3.237710266e+002;1.487248956e-004
3.238786926e+002;1.487248956e-004
3.239863586e+002;1.198547776e-003
3.240940552e+002;2.269366989e-003
3.242017517e+002;1.954420237e-003
3.243094482e+002;-5.021652323e-004
3.244171448e+002;2.957000979e-004
3.245248718e+002;3.796859237e-004
3.246325989e+002;5.686540389e-004
3.247403259e+002;9.885831969e-004
3.248480530e+002;3.796859237e-004
3.249558105e+002;1.807444962e-003
3.250635681e+002;-3.341936099e-004
3.251713257e+002;8.206115454e-004
3.252790833e+002;6.526398938e-004
3.253868713e+002;1.093565486e-003
3.254946594e+002;8.626044146e-004
3.256024475e+002;1.639473368e-003
3.257102356e+002;-9.430908249e-004
3.258180542e+002;7.156292559e-004
