#Thorlabs FTS
[SpectrumHeader]
#Date;20200309
#Time;10230520
#GMTTime;10230520
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;28.000000
#TriggerMode;0
#InterferometerSerial;M00439698
#Source;
#AirMeasureOpt;0
#WnrMin;13407.898438
#WnrMax;31103.068359
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.215116882e+002;4.985855776e-004
3.216192017e+002;3.516340512e-004
3.217267151e+002;-3.411375219e-004
3.218342590e+002;-6.560336915e-004
3.219418030e+002;7.714955718e-004
3.220493164e+002;-4.723442544e-005
3.221568909e+002;3.306409635e-004
3.222644348e+002;-3.621305805e-004
3.223720093e+002;-6.822749856e-005
3.224795837e+002;-1.138874446e-003
3.225871582e+002;1.821149490e-003
3.226947327e+002;-1.941859664e-004
3.228023376e+002;6.875232793e-004
3.229099426e+002;-4.670959606e-004
3.230175476e+002;1.485260203e-003
3.231251526e+002;5.405717529e-004
3.232327881e+002;1.086391741e-003
3.233404236e+002;3.306409635e-004
3.234480591e+002;1.548239496e-003
3.235556946e+002;1.989094075e-003
3.236633606e+002;-4.723442544e-005
3.237710266e+002;6.665302208e-004
3.238786926e+002;-1.731928933e-004
3.239863586e+002;9.814263321e-004
3.240940552e+002;-6.140475161e-004
3.242017517e+002;8.764609811e-004
3.243094482e+002;8.764609811e-004
3.244171448e+002;1.207101959e-004
3.245248718e+002;5.405717529e-004
3.246325989e+002;-9.919229196e-004
3.247403259e+002;7.085163379e-004
3.248480530e+002;-7.819921593e-004
3.249558105e+002;-1.731928933e-004
3.250635681e+002;-1.285825972e-003
3.251713257e+002;-9.499367443e-004
3.252790833e+002;5.405717529e-004
3.253868713e+002;1.443274086e-003
3.254946594e+002;-6.140475161e-004
3.256024475e+002;1.086391741e-003
3.257102356e+002;4.565994313e-004
3.258180542e+002;6.665302208e-004
3.259258728e+002;-1.102136594e-004
3.260336914e+002;1.296322560e-003
3.261415100e+002;-5.300752237e-004
3.262493591e+002;1.296322560e-003
3.263571777e+002;1.626963494e-004
3.264650269e+002;-3.831236681e-004
3.265729065e+002;-9.919229196e-004
